Geographic Name,2023,2023,2023,2022,2022,2022,2021,2021,2021,2020,2020,2020,2019,2019,2019,2018,2018,2018,2017,2017,2017,2016,2016,2016,2015,2015,2015,2014,2014,2014,2013,2013,2013,2012,2012,2012,2011,2011,2011,2010,2010,2010,2009,2009,2009,2008,2008,2008,2007,2007,2007,2006,2006,2006,2005,2005,2005,2004,2004,2004,2003,2003,2003,2002,2002,2002,2001,2001,2001,2000,2000,2000
Dallas County,"$102,189.00","$94,695.00","$109,683.00","$109,138.00","$99,780.00","$118,496.00","$94,467.00","$87,852.00","$101,082.00","$92,025.00","$81,736.00","$102,314.00","$97,535.00","$90,131.00","$104,939.00","$87,267.00","$81,747.00","$92,787.00","$52,155.00","$47,177.00","$57,133.00","$82,123.00","$75,084.00","$89,162.00","$81,381.00","$75,881.00","$86,881.00","$79,173.00","$73,543.00","$84,803.00","$79,309.00","$74,175.00","$84,443.00","$73,052.00","$68,190.00","$77,914.00","$72,146.00","$67,202.00","$77,090.00","$68,568.00","$63,670.00","$73,466.00","$71,854.00","$66,270.00","$77,439.00","$69,052.00","$63,579.00","$74,526.00","$65,917.00","$63,232.00","$68,603.00","$60,471.00","$57,074.00","$63,868.00","$61,782.00","$58,132.00","$65,431.00","$59,563.00","$55,786.00","$63,596.00","$56,086.00","$52,581.00","$59,824.00","$54,287.00","$50,570.00","$58,277.00","$51,879.00","$48,362.00","$55,651.00","$51,375.00","$47,675.00","$55,362.00"
Davis County,"$66,410.00","$58,245.00","$74,575.00","$65,201.00","$59,069.00","$71,333.00","$75,730.00","$71,276.00","$80,184.00","$57,225.00","$48,724.00","$65,726.00","$57,150.00","$50,889.00","$63,411.00","$54,830.00","$49,672.00","$59,988.00","$47,919.00","$43,299.00","$52,539.00","$49,636.00","$45,210.00","$54,062.00","$49,851.00","$45,093.00","$54,609.00","$46,750.00","$42,603.00","$50,897.00","$44,477.00","$40,613.00","$48,341.00","$42,459.00","$38,706.00","$46,212.00","$40,673.00","$36,829.00","$44,517.00","$40,145.00","$36,810.00","$43,480.00","$42,741.00","$39,321.00","$46,161.00","$43,342.00","$39,679.00","$47,004.00","$40,792.00","$37,154.00","$44,430.00","$39,299.00","$35,990.00","$42,607.00","$36,823.00","$33,644.00","$40,002.00","$36,262.00","$34,069.00","$38,597.00","$34,042.00","$31,963.00","$36,256.00","$33,333.00","$31,120.00","$35,704.00","$33,311.00","$31,113.00","$35,665.00","$33,949.00","$31,508.00","$36,578.00"
Decatur County,"$54,409.00","$48,023.00","$60,795.00","$51,749.00","$46,531.00","$56,967.00","$48,666.00","$43,453.00","$53,879.00","$46,373.00","$39,483.00","$53,263.00","$44,873.00","$40,187.00","$49,559.00","$41,101.00","$36,813.00","$45,389.00","$52,803.00","$48,582.00","$57,024.00","$36,808.00","$33,687.00","$39,929.00","$39,424.00","$35,599.00","$43,249.00","$36,742.00","$32,902.00","$40,582.00","$37,534.00","$34,643.00","$40,425.00","$37,561.00","$34,958.00","$40,164.00","$33,803.00","$30,483.00","$37,123.00","$34,250.00","$31,012.00","$37,488.00","$32,242.00","$29,277.00","$35,208.00","$33,939.00","$30,567.00","$37,311.00","$31,964.00","$29,087.00","$34,841.00","$35,153.00","$32,859.00","$37,447.00","$29,964.00","$27,433.00","$32,496.00","$29,213.00","$27,406.00","$31,139.00","$28,208.00","$26,456.00","$30,078.00","$27,552.00","$25,702.00","$29,534.00","$27,717.00","$25,856.00","$29,710.00","$28,475.00","$26,401.00","$30,713.00"
Delaware County,"$69,339.00","$63,475.00","$75,203.00","$74,017.00","$66,767.00","$81,267.00","$69,767.00","$64,095.00","$75,439.00","$66,364.00","$60,025.00","$72,703.00","$70,091.00","$67,131.00","$73,051.00","$61,342.00","$55,628.00","$67,056.00","$41,843.00","$37,682.00","$46,004.00","$56,747.00","$51,878.00","$61,616.00","$59,260.00","$54,737.00","$63,783.00","$55,958.00","$50,285.00","$61,631.00","$54,587.00","$50,296.00","$58,878.00","$54,718.00","$50,409.00","$59,027.00","$50,231.00","$45,759.00","$54,703.00","$45,910.00","$41,961.00","$49,859.00","$48,574.00","$44,605.00","$52,542.00","$49,636.00","$46,466.00","$52,807.00","$43,529.00","$40,026.00","$47,031.00","$44,339.00","$41,099.00","$47,580.00","$43,658.00","$40,942.00","$46,375.00","$43,276.00","$40,587.00","$46,143.00","$40,118.00","$37,636.00","$42,763.00","$39,632.00","$36,976.00","$42,478.00","$39,607.00","$36,927.00","$42,481.00","$39,292.00","$36,413.00","$42,399.00"
Des Moines County,"$60,599.00","$54,445.00","$66,753.00","$59,688.00","$53,734.00","$65,642.00","$53,917.00","$49,318.00","$58,516.00","$55,153.00","$48,312.00","$61,994.00","$53,547.00","$48,672.00","$58,422.00","$51,805.00","$47,344.00","$56,266.00","$59,461.00","$55,592.00","$63,330.00","$48,991.00","$46,289.00","$51,693.00","$50,125.00","$46,335.00","$53,915.00","$45,292.00","$41,835.00","$48,749.00","$42,882.00","$40,414.00","$45,350.00","$42,082.00","$39,189.00","$44,975.00","$43,721.00","$41,122.00","$46,320.00","$42,191.00","$38,905.00","$45,477.00","$41,273.00","$38,324.00","$44,223.00","$43,489.00","$39,906.00","$47,071.00","$41,553.00","$39,004.00","$44,103.00","$40,405.00","$37,862.00","$42,948.00","$40,337.00","$37,289.00","$43,386.00","$38,825.00","$36,450.00","$41,354.00","$37,871.00","$35,556.00","$40,337.00","$37,718.00","$35,215.00","$40,399.00","$37,704.00","$35,217.00","$40,366.00","$38,529.00","$35,756.00","$41,517.00"
Dickinson County,"$80,922.00","$72,925.00","$88,919.00","$75,406.00","$66,903.00","$83,909.00","$67,949.00","$61,248.00","$74,650.00","$67,477.00","$58,332.00","$76,622.00","$66,211.00","$59,148.00","$73,274.00","$55,603.00","$51,199.00","$60,007.00","$53,615.00","$48,047.00","$59,183.00","$58,019.00","$52,386.00","$63,652.00","$56,869.00","$51,352.00","$62,386.00","$56,551.00","$52,618.00","$60,484.00","$58,610.00","$54,821.00","$62,399.00","$51,885.00","$47,458.00","$56,312.00","$52,821.00","$49,265.00","$56,377.00","$49,295.00","$45,474.00","$53,116.00","$50,069.00","$46,524.00","$53,615.00","$50,185.00","$45,557.00","$54,814.00","$47,733.00","$45,035.00","$50,431.00","$45,439.00","$41,569.00","$49,309.00","$44,910.00","$41,038.00","$48,782.00","$43,949.00","$41,249.00","$46,825.00","$41,645.00","$39,095.00","$44,361.00","$40,667.00","$37,951.00","$43,577.00","$40,177.00","$37,504.00","$43,041.00","$41,086.00","$38,112.00","$44,292.00"
Dubuque County,"$72,749.00","$67,665.00","$77,833.00","$73,492.00","$70,010.00","$76,974.00","$73,968.00","$70,169.00","$77,767.00","$65,986.00","$60,698.00","$71,274.00","$62,481.00","$59,312.00","$65,650.00","$60,367.00","$57,168.00","$63,566.00","$54,454.00","$50,363.00","$58,545.00","$59,403.00","$56,159.00","$62,647.00","$57,862.00","$55,123.00","$60,601.00","$55,320.00","$51,847.00","$58,793.00","$51,907.00","$49,318.00","$54,496.00","$50,137.00","$47,579.00","$52,695.00","$52,084.00","$49,049.00","$55,119.00","$49,493.00","$47,259.00","$51,727.00","$46,894.00","$44,481.00","$49,306.00","$49,160.00","$45,818.00","$52,503.00","$46,820.00","$44,188.00","$49,452.00","$45,521.00","$43,414.00","$47,627.00","$44,247.00","$41,699.00","$46,795.00","$43,483.00","$40,843.00","$46,292.00","$41,742.00","$39,207.00","$44,441.00","$41,242.00","$38,514.00","$44,163.00","$40,668.00","$37,990.00","$43,534.00","$41,259.00","$38,285.00","$44,463.00"
Emmet County,"$61,500.00","$54,198.00","$68,802.00","$56,834.00","$50,774.00","$62,894.00","$52,000.00","$46,264.00","$57,736.00","$57,652.00","$52,501.00","$62,803.00","$55,635.00","$51,216.00","$60,054.00","$51,497.00","$46,147.00","$56,847.00","$70,601.00","$65,917.00","$75,285.00","$48,035.00","$43,149.00","$52,921.00","$46,092.00","$41,672.00","$50,512.00","$47,342.00","$42,691.00","$51,993.00","$46,892.00","$42,712.00","$51,072.00","$44,060.00","$39,795.00","$48,325.00","$44,556.00","$41,296.00","$47,816.00","$41,519.00","$37,728.00","$45,310.00","$42,979.00","$39,395.00","$46,564.00","$42,568.00","$38,411.00","$46,726.00","$39,717.00","$36,762.00","$42,672.00","$39,560.00","$36,259.00","$42,862.00","$38,237.00","$34,817.00","$41,657.00","$37,525.00","$35,236.00","$39,962.00","$35,818.00","$33,632.00","$38,145.00","$33,956.00","$31,710.00","$36,361.00","$33,871.00","$31,641.00","$36,259.00","$34,709.00","$32,208.00","$37,403.00"
Fayette County,"$62,103.00","$56,071.00","$68,135.00","$56,599.00","$50,829.00","$62,369.00","$56,366.00","$52,635.00","$60,097.00","$53,254.00","$47,316.00","$59,192.00","$53,142.00","$47,874.00","$58,410.00","$50,893.00","$47,763.00","$54,023.00","$63,754.00","$60,632.00","$66,876.00","$52,192.00","$49,083.00","$55,301.00","$47,615.00","$44,168.00","$51,062.00","$45,522.00","$42,384.00","$48,660.00","$44,739.00","$40,923.00","$48,555.00","$43,039.00","$39,901.00","$46,177.00","$41,547.00","$38,058.00","$45,036.00","$41,163.00","$37,537.00","$44,789.00","$41,809.00","$38,038.00","$45,580.00","$40,706.00","$37,512.00","$43,900.00","$39,567.00","$36,495.00","$42,638.00","$36,265.00","$33,784.00","$38,746.00","$35,152.00","$32,221.00","$38,084.00","$35,662.00","$33,490.00","$37,975.00","$33,478.00","$31,414.00","$35,678.00","$33,489.00","$31,267.00","$35,868.00","$33,305.00","$31,104.00","$35,661.00","$33,874.00","$31,421.00","$36,518.00"
Floyd County,"$67,582.00","$60,461.00","$74,703.00","$64,553.00","$56,757.00","$72,349.00","$59,638.00","$53,635.00","$65,641.00","$60,790.00","$52,809.00","$68,771.00","$55,369.00","$49,027.00","$61,711.00","$53,811.00","$48,491.00","$59,131.00","$47,994.00","$43,264.00","$52,724.00","$49,771.00","$45,051.00","$54,491.00","$49,111.00","$44,258.00","$53,964.00","$48,292.00","$43,306.00","$53,278.00","$48,964.00","$46,035.00","$51,893.00","$43,478.00","$40,381.00","$46,575.00","$44,478.00","$40,774.00","$48,182.00","$42,233.00","$38,881.00","$45,585.00","$43,288.00","$39,317.00","$47,260.00","$43,393.00","$39,715.00","$47,071.00","$43,541.00","$39,412.00","$47,670.00","$39,527.00","$36,189.00","$42,865.00","$39,841.00","$36,240.00","$43,442.00","$40,050.00","$37,613.00","$42,646.00","$37,171.00","$34,937.00","$39,547.00","$35,849.00","$33,509.00","$38,352.00","$35,660.00","$33,349.00","$38,133.00","$36,349.00","$33,767.00","$39,128.00"
Franklin County,"$71,041.00","$63,222.00","$78,860.00","$63,775.00","$56,294.00","$71,256.00","$60,269.00","$53,869.00","$66,669.00","$59,596.00","$50,939.00","$68,253.00","$55,847.00","$49,861.00","$61,833.00","$59,367.00","$53,799.00","$64,935.00","$58,689.00","$53,619.00","$63,759.00","$52,860.00","$47,577.00","$58,143.00","$52,975.00","$48,255.00","$57,695.00","$51,045.00","$46,508.00","$55,582.00","$47,879.00","$44,011.00","$51,747.00","$51,139.00","$46,645.00","$55,633.00","$47,396.00","$43,216.00","$51,576.00","$45,383.00","$41,615.00","$49,151.00","$46,082.00","$42,862.00","$49,303.00","$47,270.00","$43,230.00","$51,310.00","$44,186.00","$39,933.00","$48,439.00","$42,091.00","$39,081.00","$45,102.00","$41,728.00","$38,640.00","$44,816.00","$41,044.00","$38,534.00","$43,718.00","$37,616.00","$35,313.00","$40,069.00","$37,177.00","$34,720.00","$39,807.00","$37,175.00","$34,718.00","$39,806.00","$37,747.00","$35,022.00","$40,684.00"
Fremont County,"$72,129.00","$63,633.00","$80,625.00","$69,018.00","$62,201.00","$75,835.00","$68,622.00","$62,290.00","$74,954.00","$62,234.00","$54,728.00","$69,740.00","$60,498.00","$56,849.00","$64,147.00","$54,658.00","$49,513.00","$59,803.00","$55,835.00","$51,063.00","$60,607.00","$53,861.00","$48,406.00","$59,316.00","$55,421.00","$50,705.00","$60,137.00","$54,154.00","$48,876.00","$59,432.00","$50,934.00","$46,304.00","$55,564.00","$50,826.00","$46,458.00","$55,194.00","$51,410.00","$47,095.00","$55,725.00","$47,513.00","$43,216.00","$51,810.00","$45,897.00","$41,371.00","$50,424.00","$45,979.00","$42,198.00","$49,760.00","$46,741.00","$42,722.00","$50,759.00","$42,885.00","$39,095.00","$46,675.00","$40,812.00","$38,184.00","$43,440.00","$42,037.00","$39,490.00","$44,749.00","$39,610.00","$37,179.00","$42,201.00","$38,268.00","$35,711.00","$41,007.00","$38,520.00","$35,954.00","$41,269.00","$38,830.00","$36,006.00","$41,874.00"
Greene County,"$63,082.00","$55,621.00","$70,543.00","$63,562.00","$56,865.00","$70,259.00","$57,737.00","$51,335.00","$64,139.00","$54,857.00","$47,674.00","$62,040.00","$55,562.00","$49,323.00","$61,801.00","$51,861.00","$46,620.00","$57,102.00","$56,373.00","$51,538.00","$61,208.00","$48,769.00","$43,867.00","$53,671.00","$51,002.00","$46,264.00","$55,740.00","$49,125.00","$44,490.00","$53,760.00","$47,936.00","$43,752.00","$52,120.00","$46,295.00","$42,006.00","$50,584.00","$44,271.00","$39,849.00","$48,693.00","$46,947.00","$43,222.00","$50,672.00","$44,476.00","$40,044.00","$48,908.00","$45,911.00","$41,863.00","$49,958.00","$41,823.00","$37,783.00","$45,863.00","$37,707.00","$34,919.00","$40,496.00","$39,374.00","$35,831.00","$42,917.00","$39,386.00","$36,958.00","$41,974.00","$36,187.00","$33,961.00","$38,559.00","$35,026.00","$32,691.00","$37,526.00","$34,668.00","$32,364.00","$37,135.00","$35,214.00","$32,651.00","$37,977.00"
Grundy County,"$81,093.00","$73,443.00","$88,743.00","$79,386.00","$72,059.00","$86,713.00","$71,652.00","$63,713.00","$79,591.00","$71,837.00","$65,422.00","$78,252.00","$73,683.00","$70,079.00","$77,287.00","$65,060.00","$60,458.00","$69,662.00","$62,294.00","$57,125.00","$67,463.00","$64,146.00","$59,481.00","$68,811.00","$62,423.00","$58,583.00","$66,263.00","$61,215.00","$55,567.00","$66,863.00","$61,381.00","$56,507.00","$66,255.00","$57,011.00","$52,161.00","$61,861.00","$54,645.00","$51,582.00","$57,708.00","$55,302.00","$50,752.00","$59,852.00","$55,901.00","$50,833.00","$60,969.00","$58,547.00","$55,089.00","$62,005.00","$51,745.00","$47,699.00","$55,790.00","$49,701.00","$46,601.00","$52,800.00","$45,878.00","$42,580.00","$49,176.00","$47,738.00","$44,755.00","$50,921.00","$44,540.00","$41,787.00","$47,474.00","$43,304.00","$40,420.00","$46,395.00","$42,441.00","$39,627.00","$45,455.00","$42,286.00","$39,216.00","$45,596.00"
Guthrie County,"$78,027.00","$70,325.00","$85,729.00","$72,701.00","$64,988.00","$80,414.00","$66,112.00","$60,427.00","$71,797.00","$65,344.00","$56,267.00","$74,421.00","$64,965.00","$57,849.00","$72,081.00","$60,306.00","$54,375.00","$66,237.00","$49,353.00","$44,076.00","$54,630.00","$55,531.00","$50,855.00","$60,207.00","$54,719.00","$51,455.00","$57,983.00","$49,507.00","$44,957.00","$54,057.00","$53,708.00","$49,190.00","$58,226.00","$49,400.00","$45,562.00","$53,238.00","$47,762.00","$43,505.00","$52,019.00","$48,064.00","$44,269.00","$51,859.00","$48,626.00","$44,283.00","$52,970.00","$48,430.00","$43,947.00","$52,913.00","$47,685.00","$43,826.00","$51,544.00","$44,148.00","$40,338.00","$47,958.00","$42,449.00","$39,108.00","$45,789.00","$42,477.00","$39,867.00","$45,259.00","$39,179.00","$36,781.00","$41,733.00","$38,413.00","$35,862.00","$41,145.00","$37,575.00","$35,091.00","$40,235.00","$38,157.00","$35,408.00","$41,119.00"
Hamilton County,"$71,731.00","$64,270.00","$79,192.00","$68,795.00","$61,275.00","$76,315.00","$64,292.00","$58,060.00","$70,524.00","$61,650.00","$53,459.00","$69,841.00","$63,234.00","$56,498.00","$69,970.00","$56,738.00","$51,282.00","$62,194.00","$56,819.00","$50,802.00","$62,836.00","$58,920.00","$53,878.00","$63,962.00","$54,042.00","$49,283.00","$58,801.00","$53,691.00","$50,487.00","$56,895.00","$50,867.00","$46,621.00","$55,113.00","$51,773.00","$47,467.00","$56,079.00","$45,331.00","$41,430.00","$49,232.00","$46,574.00","$42,743.00","$50,405.00","$46,994.00","$42,588.00","$51,400.00","$49,612.00","$45,005.00","$54,218.00","$47,603.00","$43,539.00","$51,667.00","$44,792.00","$40,812.00","$48,772.00","$43,974.00","$41,976.00","$45,971.00","$43,587.00","$40,967.00","$46,376.00","$40,524.00","$38,051.00","$43,157.00","$39,658.00","$37,051.00","$42,450.00","$39,727.00","$37,107.00","$42,531.00","$40,324.00","$37,437.00","$43,433.00"
Hancock County,"$67,979.00","$62,779.00","$73,179.00","$67,498.00","$61,280.00","$73,716.00","$61,544.00","$54,965.00","$68,123.00","$58,053.00","$51,964.00","$64,142.00","$62,030.00","$57,601.00","$66,459.00","$60,859.00","$55,532.00","$66,186.00","$51,477.00","$46,127.00","$56,827.00","$57,222.00","$51,922.00","$62,522.00","$56,746.00","$51,556.00","$61,936.00","$57,682.00","$53,658.00","$61,706.00","$54,835.00","$49,921.00","$59,749.00","$49,006.00","$45,121.00","$52,891.00","$50,935.00","$46,732.00","$55,138.00","$48,195.00","$44,198.00","$52,192.00","$48,040.00","$43,511.00","$52,569.00","$47,588.00","$44,277.00","$50,899.00","$46,563.00","$42,212.00","$50,914.00","$43,537.00","$39,781.00","$47,293.00","$43,296.00","$39,445.00","$47,148.00","$43,800.00","$41,089.00","$46,690.00","$40,491.00","$38,020.00","$43,123.00","$39,510.00","$36,882.00","$42,326.00","$38,850.00","$36,271.00","$41,612.00","$39,398.00","$36,551.00","$42,468.00"
Hardin County,"$67,903.00","$60,008.00","$75,798.00","$59,622.00","$55,363.00","$63,881.00","$58,126.00","$52,668.00","$63,584.00","$58,502.00","$51,537.00","$65,467.00","$57,103.00","$52,549.00","$61,657.00","$55,303.00","$50,039.00","$60,567.00","$49,236.00","$44,415.00","$54,057.00","$50,616.00","$46,817.00","$54,415.00","$50,947.00","$48,555.00","$53,339.00","$53,277.00","$49,638.00","$56,916.00","$51,907.00","$47,587.00","$56,227.00","$48,445.00","$45,000.00","$51,890.00","$46,708.00","$42,639.00","$50,777.00","$46,411.00","$43,183.00","$49,639.00","$44,705.00","$41,627.00","$47,784.00","$46,240.00","$42,276.00","$50,203.00","$44,474.00","$40,639.00","$48,308.00","$39,097.00","$36,711.00","$41,483.00","$37,958.00","$34,992.00","$40,923.00","$39,445.00","$37,066.00","$41,977.00","$36,970.00","$34,723.00","$39,363.00","$36,863.00","$34,492.00","$39,396.00","$36,636.00","$34,282.00","$39,152.00","$36,582.00","$34,012.00","$39,346.00"
Harrison County,"$63,139.00","$59,003.00","$67,275.00","$73,457.00","$66,417.00","$80,497.00","$67,433.00","$61,648.00","$73,218.00","$63,118.00","$56,926.00","$69,310.00","$63,901.00","$58,888.00","$68,914.00","$60,044.00","$55,151.00","$64,937.00","$53,157.00","$48,847.00","$57,467.00","$55,325.00","$50,121.00","$60,529.00","$57,244.00","$53,477.00","$61,011.00","$52,824.00","$48,266.00","$57,382.00","$53,764.00","$49,859.00","$57,669.00","$50,963.00","$46,484.00","$55,442.00","$49,921.00","$45,644.00","$54,198.00","$50,845.00","$46,744.00","$54,946.00","$50,368.00","$45,939.00","$54,797.00","$50,362.00","$46,759.00","$53,964.00","$47,193.00","$43,386.00","$50,999.00","$43,271.00","$39,733.00","$46,809.00","$41,410.00","$38,675.00","$44,146.00","$42,627.00","$40,043.00","$45,378.00","$40,191.00","$37,745.00","$42,796.00","$39,669.00","$37,032.00","$42,494.00","$38,814.00","$36,249.00","$41,561.00","$39,295.00","$36,459.00","$42,352.00"
Henry County,"$65,627.00","$57,650.00","$73,604.00","$63,702.00","$58,115.00","$69,289.00","$61,112.00","$55,994.00","$66,230.00","$56,260.00","$50,802.00","$61,718.00","$57,747.00","$52,086.00","$63,408.00","$55,856.00","$50,137.00","$61,575.00","$67,016.00","$61,507.00","$72,525.00","$50,684.00","$47,570.00","$53,798.00","$50,241.00","$46,697.00","$53,785.00","$50,347.00","$46,117.00","$54,577.00","$50,084.00","$46,483.00","$53,685.00","$45,647.00","$41,706.00","$49,588.00","$45,330.00","$41,182.00","$49,478.00","$43,228.00","$39,509.00","$46,947.00","$43,887.00","$39,816.00","$47,957.00","$47,353.00","$43,229.00","$51,478.00","$43,867.00","$41,134.00","$46,600.00","$43,759.00","$40,003.00","$47,514.00","$41,924.00","$38,822.00","$45,026.00","$41,831.00","$39,301.00","$44,525.00","$40,007.00","$37,571.00","$42,602.00","$39,968.00","$37,332.00","$42,790.00","$39,952.00","$37,325.00","$42,763.00","$40,485.00","$37,581.00","$43,612.00"
Howard County,"$67,552.00","$59,316.00","$75,788.00","$66,979.00","$59,078.00","$74,880.00","$58,857.00","$52,569.00","$65,145.00","$60,034.00","$52,811.00","$67,257.00","$58,028.00","$51,910.00","$64,146.00","$53,500.00","$48,699.00","$58,301.00","$59,042.00","$53,806.00","$64,278.00","$49,916.00","$45,119.00","$54,713.00","$50,602.00","$46,215.00","$54,989.00","$49,837.00","$45,556.00","$54,118.00","$45,975.00","$41,815.00","$50,135.00","$48,169.00","$44,235.00","$52,103.00","$45,450.00","$41,143.00","$49,757.00","$40,919.00","$37,616.00","$44,222.00","$42,421.00","$38,775.00","$46,068.00","$42,318.00","$38,705.00","$45,931.00","$43,408.00","$39,595.00","$47,222.00","$42,776.00","$39,375.00","$46,178.00","$37,539.00","$34,447.00","$40,630.00","$39,141.00","$36,722.00","$41,720.00","$37,144.00","$34,865.00","$39,572.00","$36,043.00","$33,630.00","$38,629.00","$35,751.00","$33,359.00","$38,316.00","$36,380.00","$33,744.00","$39,222.00"
Humboldt County,"$72,307.00","$64,855.00","$79,759.00","$71,521.00","$66,548.00","$76,494.00","$69,252.00","$62,682.00","$75,822.00","$62,071.00","$53,380.00","$70,762.00","$56,695.00","$51,477.00","$61,913.00","$60,166.00","$54,421.00","$65,911.00","$52,662.00","$48,344.00","$56,980.00","$54,315.00","$49,159.00","$59,471.00","$52,702.00","$47,905.00","$57,499.00","$49,696.00","$44,672.00","$54,720.00","$52,286.00","$47,471.00","$57,101.00","$51,637.00","$47,047.00","$56,227.00","$48,954.00","$44,760.00","$53,148.00","$46,300.00","$42,771.00","$49,829.00","$46,437.00","$42,296.00","$50,578.00","$49,027.00","$44,642.00","$53,412.00","$44,788.00","$42,324.00","$47,252.00","$41,593.00","$38,392.00","$44,795.00","$42,907.00","$39,374.00","$46,440.00","$42,717.00","$40,088.00","$45,519.00","$39,676.00","$37,222.00","$42,291.00","$39,187.00","$36,561.00","$42,001.00","$39,038.00","$36,431.00","$41,831.00","$39,526.00","$36,626.00","$42,655.00"
Ida County,"$71,238.00","$62,362.00","$80,114.00","$67,696.00","$60,080.00","$75,312.00","$58,792.00","$51,918.00","$65,666.00","$56,096.00","$47,569.00","$64,623.00","$58,249.00","$51,954.00","$64,544.00","$60,312.00","$55,954.00","$64,670.00","$56,134.00","$52,411.00","$59,857.00","$53,300.00","$48,207.00","$58,393.00","$53,804.00","$48,368.00","$59,240.00","$53,905.00","$48,815.00","$58,995.00","$51,948.00","$47,584.00","$56,312.00","$51,014.00","$46,394.00","$55,634.00","$48,480.00","$43,759.00","$53,201.00","$47,035.00","$42,839.00","$51,231.00","$44,892.00","$40,932.00","$48,851.00","$44,890.00","$42,089.00","$47,691.00","$44,366.00","$40,276.00","$48,455.00","$42,597.00","$39,440.00","$45,754.00","$38,649.00","$35,449.00","$41,849.00","$40,421.00","$37,911.00","$43,097.00","$37,479.00","$35,133.00","$39,980.00","$36,592.00","$34,104.00","$39,262.00","$36,174.00","$33,745.00","$38,778.00","$36,572.00","$33,822.00","$39,545.00"
Iowa County,"$75,419.00","$66,116.00","$84,722.00","$72,948.00","$64,240.00","$81,656.00","$66,613.00","$59,228.00","$73,998.00","$67,820.00","$59,761.00","$75,879.00","$66,861.00","$60,179.00","$73,543.00","$64,188.00","$57,782.00","$70,594.00","$54,740.00","$50,089.00","$59,391.00","$57,771.00","$52,167.00","$63,375.00","$63,185.00","$59,323.00","$67,047.00","$58,234.00","$52,935.00","$63,533.00","$58,028.00","$53,256.00","$62,800.00","$55,723.00","$50,784.00","$60,662.00","$53,984.00","$48,679.00","$59,289.00","$52,592.00","$47,941.00","$57,243.00","$52,079.00","$47,575.00","$56,582.00","$54,129.00","$49,344.00","$58,914.00","$52,444.00","$48,360.00","$56,528.00","$49,792.00","$46,455.00","$53,130.00","$47,959.00","$43,998.00","$51,920.00","$46,995.00","$44,032.00","$50,157.00","$44,411.00","$41,571.00","$47,445.00","$43,844.00","$40,864.00","$47,041.00","$43,264.00","$40,312.00","$46,431.00","$43,649.00","$40,446.00","$47,105.00"
